9.899999999999999911e-01,1.000000000000000021e-02,4.000000000000000000e+00,2.000000000000000000e+00
9.899999999999999911e-01,1.000000000000000021e-02,4.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,1.000000000000000021e-02,2.000000000000000000e+00,0.000000000000000000e+00
8.938053097345132203e-01,1.000000000000000021e-02,4.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,4.298245614035087758e-01,5.000000000000000000e+00,1.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,2.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
9.899999999999999911e-01,4.298245614035087758e-01,5.000000000000000000e+00,0.000000000000000000e+00
8.035714285714286031e-01,4.298245614035087758e-01,5.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
8.938053097345132203e-01,1.000000000000000021e-02,4.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,1.000000000000000021e-02,4.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,4.298245614035087758e-01,5.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,4.298245614035087758e-01,5.000000000000000000e+00,2.000000000000000000e+00
8.035714285714286031e-01,4.298245614035087758e-01,5.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,1.000000000000000021e-02,0.000000000000000000e+00,3.000000000000000000e+00
9.899999999999999911e-01,4.298245614035087758e-01,5.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,4.298245614035087758e-01,5.000000000000000000e+00,0.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,1.000000000000000021e-02,4.000000000000000000e+00,0.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,4.298245614035087758e-01,5.000000000000000000e+00,0.000000000000000000e+00
8.938053097345132203e-01,1.000000000000000021e-02,4.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,1.000000000000000021e-02,4.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
8.035714285714286031e-01,4.298245614035087758e-01,5.000000000000000000e+00,1.000000000000000000e+00
8.938053097345132203e-01,4.298245614035087758e-01,5.000000000000000000e+00,3.000000000000000000e+00
9.899999999999999911e-01,1.000000000000000021e-02,4.000000000000000000e+00,2.000000000000000000e+00
8.035714285714286031e-01,4.298245614035087758e-01,5.000000000000000000e+00,1.000000000000000000e+00
